File Path: C:\Users\Administrator\Desktop\Fall2021 Data\Test Run 144 09-8-21 13 42 25 PM\DAQ- Time, … - (Timed).txt   
Test: ASEN3112_20in-lb-return_FinalFall2021
Test Run: Test Run 144
Date: 9/8/2021 1:32:49 PM
Length: 10 inches

Time 	Torsional Angle 	Torsional Epsilon 3550 Torsion 	Torsional Torque 	Axial Epsilon 3550 Axial 
sec	°	°	in·lbf	in
95.53515625	47.9989938765518	-8.76040924213186E-05	7.08177633044052	0.000448662831331603
95.544921875	48.0028187824865	-0.000629798813699857	6.80360419496596	0.000450901513152451
95.5546875	48.0029724617428	-0.000957025958486443	6.4579315501404	0.000449278136723543
95.564453125	48.0032046881746	-0.000629088030464179	6.50484037369128	0.000447403360204038
95.57421875	48.0010497634917	-0.000148109573982407	7.22269799294995	0.00044866344004853
95.583984375	47.9980581406356	-8.69821570901002E-05	7.43886875397936	0.000448565185975236
95.59375	48.0000491407784	-0.000222297613288972	7.23921913721769	0.000450361903500652
95.603515625	48.000800461587	-0.00101961928112325	6.73181104740227	0.000449027381156751
95.61328125	48.0027436504056	-0.000540017980188154	6.38449562570633	0.000449809224338373
95.623046875	48.0027265749327	-0.000223674755808098	6.92344091657771	0.00045186142393848
95.6328125	48.0023474994338	-0.000568093917997442	7.1869657496097	0.000448591897906241
95.642578125	48.0004418766557	4.59788231268117E-05	7.14364423585926	0.000450306653487863
95.65234375	47.9991919520377	-0.000336334002883505	7.3282419227347	0.000448063603227896
95.662109375	48.0030031975941	-0.000729264120907883	7.02633287483792	0.000449562443335042
95.671875	48.0031466315666	-0.00064583588650995	6.87121021342875	0.000451167629869915
95.681640625	48.0037169523622	-0.000463253338624704	6.9987269432868	0.000448975568604252
95.69140625	48.0014937257877	-1.33716193918596E-05	7.45847287449324	0.000449158112068411
95.701171875	47.9983211029186	-0.000142645414830579	7.55269831431203	0.000447848081629078
95.7109375	48.0010668389646	-0.000796699732503058	6.89560972307294	0.000449284438734075
95.720703125	48.0010600087755	-0.000533931872677556	6.65361244166255	0.000448040113915913
95.73046875	48.0032764051608	-0.000720246032550113	6.98601942586428	0.000449562407528164
95.740234375	48.0020606314887	-9.40899959606579E-05	7.06613407707389	0.000451084092423488
95.75	48.0002028200347	-4.08256414112569E-05	7.33239950928431	0.000450576279279373
95.759765625	47.999526631307	-0.000437620692132956	7.37235528236903	0.000449058640561265
95.76953125	47.9999535181301	-0.000704253461857562	7.34440908393243	0.000448192937671313
95.779296875	48.0027846315407	-0.000437354096309369	7.15284990586188	0.000447588087887756
95.7890625	48.0034437447955	-2.0968120108502E-05	6.8682902487603	0.000450736801513548
95.798828125	48.0014903106931	8.22732181537323E-05	7.06138036404274	0.000450690359992752
95.80859375	48.0000559709676	-0.000600256911522087	7.12541120625293	0.000450263542006724
95.818359375	47.9987514048363	-0.00024801910768518	6.84920576062192	0.000447219849954172
95.828125	48.002231386218	-0.000591905156392661	6.97781134451352	0.000450436131158792
95.837890625	48.0017669333545	-0.000500836002211187	6.92938741011751	0.000450177211623811
